,Unnamed: 0,nature,type,id,description,cwe_counts,cwe_id,repos
963,1,ChildOf,class,922,Insecure Storage of Sensitive Information,12,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
964,2,ParentOf,variant,313,Cleartext Storage in a File or on Disk,12,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
965,3,ParentOf,variant,314,Cleartext Storage in the Registry,12,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
966,4,ParentOf,variant,315,Cleartext Storage of Sensitive Information in a Cookie,12,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
967,5,ParentOf,variant,316,Cleartext Storage of Sensitive Information in Memory,12,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
968,6,ParentOf,variant,317,Cleartext Storage of Sensitive Information in GUI,12,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
969,7,ParentOf,variant,318,Cleartext Storage of Sensitive Information in Executable,12,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
970,8,ParentOf,variant,526,Cleartext Storage of Sensitive Information in an Environment Variable,12,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
971,9,MemberOf,category,199,Information Management Errors,12,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
972,10,ChildOf,class,311,Missing Encryption of Sensitive Data,12,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
973,11,MemberOf,category,1013,Encrypt Data,12,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
974,12,MemberOf,category,816,OWASP Top Ten 2010 Category A7 - Insecure Cryptographic Storage,12,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
975,13,MemberOf,view,884,CWE Cross-section,12,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
976,14,MemberOf,category,934,OWASP Top Ten 2013 Category A6 - Sensitive Data Exposure,12,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
977,15,MemberOf,category,963,SFP Secondary Cluster: Exposed Data,12,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
978,16,MemberOf,category,1029,OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure,12,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
979,17,MemberOf,category,1348,OWASP Top Ten 2021 Category A04:2021 - Insecure Design,12,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
980,18,MemberOf,category,1366,ICS Communications: Frail Security in Protocols,12,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
981,19,MemberOf,category,1368,ICS Dependencies (& Architecture): External Digital Systems,12,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
982,20,MemberOf,category,1402,Comprehensive Categorization: Encryption,12,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
983,21,MemberOf,category,1441,OWASP Top Ten 2025 Category A06:2025 - Insecure Design,12,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
984,22,Self,base,312,,12,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
985,0,ChildOf,base,312,Cleartext Storage of Sensitive Information,12,315,"['feast', 'mindsdb', 'langflow', 'Neural', 'ray', 'gradio', 'bentoml', 'mlflow']"
986,1,MemberOf,category,1013,Encrypt Data,12,315,"['feast', 'mindsdb', 'langflow', 'Neural', 'ray', 'gradio', 'bentoml', 'mlflow']"
987,2,MemberOf,category,963,SFP Secondary Cluster: Exposed Data,12,315,"['feast', 'mindsdb', 'langflow', 'Neural', 'ray', 'gradio', 'bentoml', 'mlflow']"
988,3,MemberOf,category,1349,OWASP Top Ten 2021 Category A05:2021 - Security Misconfiguration,12,315,"['feast', 'mindsdb', 'langflow', 'Neural', 'ray', 'gradio', 'bentoml', 'mlflow']"
989,4,MemberOf,category,1402,Comprehensive Categorization: Encryption,12,315,"['feast', 'mindsdb', 'langflow', 'Neural', 'ray', 'gradio', 'bentoml', 'mlflow']"
990,5,MemberOf,category,1437,OWASP Top Ten 2025 Category A02:2025 - Security Misconfiguration,12,315,"['feast', 'mindsdb', 'langflow', 'Neural', 'ray', 'gradio', 'bentoml', 'mlflow']"
991,6,Self,variant,315,,12,315,"['feast', 'mindsdb', 'langflow', 'Neural', 'ray', 'gradio', 'bentoml', 'mlflow']"
992,0,ChildOf,class,200,Exposure of Sensitive Information to an Unauthorized Actor,12,359,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
993,1,MemberOf,category,199,Information Management Errors,12,359,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
994,2,MemberOf,category,1011,Authorize Actors,12,359,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
995,3,MemberOf,category,254,7PK - Security Features,12,359,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
996,4,MemberOf,category,857,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 14 - Input Output (FIO),12,359,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
997,5,MemberOf,category,975,SFP Secondary Cluster: Architecture,12,359,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
998,6,MemberOf,category,1029,OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure,12,359,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
999,7,MemberOf,category,1147,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 13. Input Output (FIO),12,359,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1000,8,MemberOf,view,1340,CISQ Data Protection Measures,12,359,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1001,9,MemberOf,category,1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,12,359,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1002,10,MemberOf,category,1417,Comprehensive Categorization: Sensitive Information Exposure,12,359,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1003,11,MemberOf,category,1436,OWASP Top Ten 2025 Category A01:2025 - Broken Access Control,12,359,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1004,12,Self,base,359,,12,359,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1005,0,ChildOf,class,311,Missing Encryption of Sensitive Data,59,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1006,1,ChildOf,class,922,Insecure Storage of Sensitive Information,59,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1007,2,ParentOf,variant,313,Cleartext Storage in a File or on Disk,59,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1008,3,ParentOf,variant,314,Cleartext Storage in the Registry,59,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1009,4,ParentOf,variant,315,Cleartext Storage of Sensitive Information in a Cookie,59,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1010,5,ParentOf,variant,316,Cleartext Storage of Sensitive Information in Memory,59,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1011,6,ParentOf,variant,317,Cleartext Storage of Sensitive Information in GUI,59,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1012,7,ParentOf,variant,318,Cleartext Storage of Sensitive Information in Executable,59,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1013,8,ParentOf,variant,526,Cleartext Storage of Sensitive Information in an Environment Variable,59,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1014,9,MemberOf,category,199,Information Management Errors,59,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1015,10,ChildOf,class,311,Missing Encryption of Sensitive Data,59,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1016,11,MemberOf,category,1013,Encrypt Data,59,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1017,12,MemberOf,category,816,OWASP Top Ten 2010 Category A7 - Insecure Cryptographic Storage,59,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1018,13,MemberOf,view,884,CWE Cross-section,59,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1019,14,MemberOf,category,934,OWASP Top Ten 2013 Category A6 - Sensitive Data Exposure,59,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1020,15,MemberOf,category,963,SFP Secondary Cluster: Exposed Data,59,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1021,16,MemberOf,category,1029,OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure,59,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1022,17,MemberOf,category,1348,OWASP Top Ten 2021 Category A04:2021 - Insecure Design,59,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1023,18,MemberOf,category,1366,ICS Communications: Frail Security in Protocols,59,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1024,19,MemberOf,category,1368,ICS Dependencies (& Architecture): External Digital Systems,59,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1025,20,MemberOf,category,1402,Comprehensive Categorization: Encryption,59,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1026,21,MemberOf,category,1441,OWASP Top Ten 2025 Category A06:2025 - Insecure Design,59,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1027,22,Self,base,312,,59,312,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1028,0,ChildOf,class,200,Exposure of Sensitive Information to an Unauthorized Actor,59,359,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1029,1,MemberOf,category,199,Information Management Errors,59,359,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1030,2,MemberOf,category,1011,Authorize Actors,59,359,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1031,3,MemberOf,category,254,7PK - Security Features,59,359,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1032,4,MemberOf,category,857,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 14 - Input Output (FIO),59,359,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1033,5,MemberOf,category,975,SFP Secondary Cluster: Architecture,59,359,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1034,6,MemberOf,category,1029,OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure,59,359,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1035,7,MemberOf,category,1147,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 13. Input Output (FIO),59,359,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1036,8,MemberOf,view,1340,CISQ Data Protection Measures,59,359,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1037,9,MemberOf,category,1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,59,359,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1038,10,MemberOf,category,1417,Comprehensive Categorization: Sensitive Information Exposure,59,359,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1039,11,MemberOf,category,1436,OWASP Top Ten 2025 Category A01:2025 - Broken Access Control,59,359,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1040,12,Self,base,359,,59,359,"['feast', 'mindsdb', 'langflow', 'Neural', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'bentoml', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1041,0,ChildOf,base,538,Insertion of Sensitive Information into Externally-Accessible File or Directory,59,532,"['feast', 'langflow', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1042,1,ChildOf,class,200,Exposure of Sensitive Information to an Unauthorized Actor,59,532,"['feast', 'langflow', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1043,2,MemberOf,category,1009,Audit,59,532,"['feast', 'langflow', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1044,3,MemberOf,category,731,OWASP Top Ten 2004 Category A10 - Insecure Configuration Management,59,532,"['feast', 'langflow', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1045,4,MemberOf,category,857,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 14 - Input Output (FIO),59,532,"['feast', 'langflow', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1046,5,MemberOf,category,963,SFP Secondary Cluster: Exposed Data,59,532,"['feast', 'langflow', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1047,6,MemberOf,category,1147,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 13. Input Output (FIO),59,532,"['feast', 'langflow', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1048,7,MemberOf,category,1355,OWASP Top Ten 2021 Category A09:2021 - Security Logging and Monitoring Failures,59,532,"['feast', 'langflow', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1049,8,MemberOf,category,1417,Comprehensive Categorization: Sensitive Information Exposure,59,532,"['feast', 'langflow', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1050,9,MemberOf,category,1444,OWASP Top Ten 2025 Category A09:2025 - Logging & Alerting Failures,59,532,"['feast', 'langflow', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1051,10,Self,base,532,,59,532,"['feast', 'langflow', 'cortex', 'bokeh', 'danswerai', 'deepface', 'ray', 'gradio', 'open-webui', 'comet-llm', 'typer', 'mlflow', 'determined', 'pattern']"
1052,0,ChildOf,pillar,693,Protection Mechanism Failure,11,327,"['lightly', 'langflow', 'couler', 'gradio', 'streamlit', 'mars', 'open-webui', 'danswerai', 'mlflow', 'determined']"
1053,1,ParentOf,base,328,Use of Weak Hash,11,327,"['lightly', 'langflow', 'couler', 'gradio', 'streamlit', 'mars', 'open-webui', 'danswerai', 'mlflow', 'determined']"
1054,2,ParentOf,variant,780,Use of RSA Algorithm without OAEP,11,327,"['lightly', 'langflow', 'couler', 'gradio', 'streamlit', 'mars', 'open-webui', 'danswerai', 'mlflow', 'determined']"
1055,3,ParentOf,base,1240,Use of a Cryptographic Primitive with a Risky Implementation,11,327,"['lightly', 'langflow', 'couler', 'gradio', 'streamlit', 'mars', 'open-webui', 'danswerai', 'mlflow', 'determined']"
1056,4,PeerOf,base,301,Reflection Attack in an Authentication Protocol,11,327,"['lightly', 'langflow', 'couler', 'gradio', 'streamlit', 'mars', 'open-webui', 'danswerai', 'mlflow', 'determined']"
1057,5,PeerOf,class,311,Missing Encryption of Sensitive Data,11,327,"['lightly', 'langflow', 'couler', 'gradio', 'streamlit', 'mars', 'open-webui', 'danswerai', 'mlflow', 'determined']"
1058,6,CanFollow,base,208,Observable Timing Discrepancy,11,327,"['lightly', 'langflow', 'couler', 'gradio', 'streamlit', 'mars', 'open-webui', 'danswerai', 'mlflow', 'determined']"
1059,7,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,11,327,"['lightly', 'langflow', 'couler', 'gradio', 'streamlit', 'mars', 'open-webui', 'danswerai', 'mlflow', 'determined']"
1060,8,ParentOf,base,916,Use of Password Hash With Insufficient Computational Effort,11,327,"['lightly', 'langflow', 'couler', 'gradio', 'streamlit', 'mars', 'open-webui', 'danswerai', 'mlflow', 'determined']"
1061,9,MemberOf,category,1013,Encrypt Data,11,327,"['lightly', 'langflow', 'couler', 'gradio', 'streamlit', 'mars', 'open-webui', 'danswerai', 'mlflow', 'determined']"
1062,10,MemberOf,category,729,OWASP Top Ten 2004 Category A8 - Insecure Storage,11,327,"['lightly', 'langflow', 'couler', 'gradio', 'streamlit', 'mars', 'open-webui', 'danswerai', 'mlflow', 'determined']"
1063,11,MemberOf,category,753,2009 Top 25 - Porous Defenses,11,327,"['lightly', 'langflow', 'couler', 'gradio', 'streamlit', 'mars', 'open-webui', 'danswerai', 'mlflow', 'determined']"
1064,12,MemberOf,category,803,2010 Top 25 - Porous Defenses,11,327,"['lightly', 'langflow', 'couler', 'gradio', 'streamlit', 'mars', 'open-webui', 'danswerai', 'mlflow', 'determined']"
